"","ScientificName","CommonName","FrenchName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"131","Gobio gobio","Gudgeon","Gofi","Male",NA,105,"TL","England and Wales (UK)","River Frome, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41750 target='_blank' >Mann 1980</a>"
"132","Gobio gobio","Gudgeon","Gofi","Male",NA,97,"TL","England and Wales (UK)","River Stour, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41750 target='_blank' >Mann 1980</a>"
"133","Gymnocephalus cernua","Eurasian Ruffe","Grémille","Female",NA,105,NA,NA,"Not Stated","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88808 target='_blank' >Teletchea et al. 2009</a>"
"134","Gymnocephalus cernua","Eurasian Ruffe","Grémille","Male",NA,100,NA,NA,"Not Stated","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88808 target='_blank' >Teletchea et al. 2009</a>"
"135","Hybognathus hankinsoni","Brassy Minnow","Mémé laiton","Unsexed",NA,57,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"136","Hypomesus olidus","Pond Smelt","Éperlan à petite bouche","Unsexed",NA,100,NA,"Japan","Lake Suwa","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"137","Ichthyomyzon castaneus","Chestnut Lamprey","Lamproie brune","Unsexed",NA,101,"TL","Canada","Manitoba","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1973</a>"
"138","Ichthyomyzon fossor","Northern Brook Lamprey","Lamproie du nord","Unsexed",NA,135,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"139","Ichthyomyzon unicuspis","Silver Lamprey","Lamproie argentée","Unsexed",NA,100,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"140","Ictalurus punctatus","Channel Catfish","Barbue de rivière","Unsexed",NA,360,NA,"United States","Mississippi River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"141","Ictalurus punctatus","Channel Catfish","Barbue de rivière","Female",543,608,"TL","United States","Lake Oahe","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120689 target='_blank' >Starostka et al. 1974</a>"
"142","Ictalurus punctatus","Channel Catfish","Barbue de rivière","Female",NA,254,"TL","United States","Western Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120689 target='_blank' >Starostka et al. 1974</a>"
"143","Ictalurus punctatus","Channel Catfish","Barbue de rivière","Male",393,442,"TL","United States","Lake Oahe","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120689 target='_blank' >Starostka et al. 1974</a>"
"144","Ictalurus punctatus","Channel Catfish","Barbue de rivière","Mixed",305,NA,NA,"United States","Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120825 target='_blank' >Holtan 1998</a>"
"145","Ictiobus cyprinellus","Bigmouth Buffalo","Poisson-taureau","Male",305,NA,NA,"Canada","Saskatchewan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120736 target='_blank' >COSEWIC 2009</a>"
"146","Labidesthes sicculus","Brook Silverside","Crayon d'argent","Unsexed",NA,70,NA,NA,"USA","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"147","Lampetra ayresii","River Lamprey","Lamproie de rivière","Unsexed",NA,162,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1973</a>"
"148","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Unsexed",NA,549,"NG","Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58585 target='_blank' >Parker et al. 1984</a>"
"149","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Female",395,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"150","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Male",285,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"151","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Female",NA,838,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"152","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Male",660,673,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"153","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Female",NA,500,NA,"Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"154","Lepomis gibbosus","Pumpkinseed","Crapet-soleil","Mixed",50,NA,NA,"United States","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120693 target='_blank' >Jordan et al. 2009</a>"
"155","Lethenteron appendix","American Brook Lamprey","Lamproie de l'est","Unsexed",NA,150,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"156","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Female",130,225,"TL",NA,"North America and Asia.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12321 target='_blank' >Holcík 1986</a>"
"157","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Male",135,215,"TL",NA,"North America and Asia.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12321 target='_blank' >Holcík 1986</a>"
"158","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Unsexed",130,139,"TL","Mongolia","Barh and Hurh Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"159","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Unsexed",350,400,"TL",NA,"Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"160","Leuciscus leuciscus","Common Dace","Vandoise","Unsexed",140,145,NA,"Finland","Finland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=6114 target='_blank' >Koli 1990</a>"
"161","Leuciscus leuciscus","Common Dace","Vandoise","Unsexed",NA,170,"TL","Poland","Lodz","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41616 target='_blank' >Wüstemann et al. 1995</a>"
"162","Leuciscus leuciscus","Common Dace","Vandoise","Female",NA,179,"TL","England and Wales (UK)","Southern England, Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52212 target='_blank' >Mann 1974</a>"
"163","Leuciscus leuciscus","Common Dace","Vandoise","Male",NA,163,"TL","England and Wales (UK)","Southern England, Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52212 target='_blank' >Mann 1974</a>"
"164","Lota lota","Burbot","Lotte","Female",350,375,NA,"Mongolia","Selenga and Orhon Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"165","Lota lota","Burbot","Lotte","Male",270,285,NA,"Mongolia","Selenga and Orhon Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41072 target='_blank' >Dulmaa 1999</a>"
"166","Lota lota","Burbot","Lotte","Mixed",400,475,"TL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"167","Lota lota","Burbot","Lotte","Unsexed",450,NA,NA,"Alaska (USA)","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58810 target='_blank' >Holmes 1994</a>"
"168","Luxilus chrysocephalus","Striped Shiner","Méné rayé","Female",NA,67,"SL","United States","Virginia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"169","Luxilus cornutus","Common Shiner","Méné à nageoires rouges","Unsexed",NA,74,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"170","Lythrurus umbratilis","Redfin Shiner","Méné d’ombre","Unsexed",NA,30,"SL","United States","Mississippi","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58620 target='_blank' >Matthews et al. 1984</a>"
"171","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Female",220,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40678 target='_blank' >Raffetto et al. 1990</a>"
"172","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Male",200,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=32487 target='_blank' >Baylis et al. 1993</a>"
"173","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Female",NA,270,"TL",NA,"St. Marys River, North America/2013","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"174","Morone chrysops","White Bass","Bar blanc","Female",NA,280,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"175","Morone chrysops","White Bass","Bar blanc","Male",NA,210,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"176","Mylocheilus caurinus","Peamouth","Méné deux-barres","Female",NA,249,"TL","United States","Washington","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski et al. 1979</a>"
"177","Nocomis micropogon","River Chub",NA,"Unsexed",NA,110,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1973</a>"
"178","Notemigonus crysoleucas","Golden Shiner","Méné jaune","Unsexed",NA,64,"SL","Canada","Ontario Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"179","Notropis atherinoides","Emerald Shiner","Méné émeraude","Unsexed",NA,42,"SL","Canada","Ontario Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"180","Notropis bifrenatus","Bridle Shiner","Méné d'herbe","Unsexed",NA,35,"SL","United States","Virginia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=54724 target='_blank' >Jenkins et al. 1993</a>"
"181","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Unsexed",100,125,"TL","United States","Near South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"182","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Unsexed",300,NA,"TL","United States","South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"183","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Female",150,165,"SL","United States","Upper Missouri River Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"184","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Male",110,135,"TL","United States","Upper Missouri River Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"185","Oncorhynchus gorbuscha","Pink Salmon","Saumon rose","Unsexed",400,450,"TL",NA,"North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27368 target='_blank' >Gerstmeier et al. 1998</a>"
"186","Oncorhynchus keta","Chum Salmon","Saumon keta","Female",NA,700,NA,"Canada","Columbia River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"187","Oncorhynchus keta","Chum Salmon","Saumon keta","Male",NA,810,NA,"Canada","Columbia River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"188","Oncorhynchus mykiss","Rainbow Trout","Truite arc-en-ciel","Unsexed",150,NA,NA,NA,"Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27547 target='_blank' >Morrow 1980</a>"
"189","Oncorhynchus nerka","Sockeye Salmon","Saumon rouge","Unsexed",NA,600,NA,"Canada","Cultus Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"190","Oncorhynchus tshawytscha","Chinook Salmon","Saumon chinook","Unsexed",NA,789,NA,"Russian Federation","Eastern Kamchatka","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56350 target='_blank' >Vronsky 2003</a>"
"191","Oncorhynchus tshawytscha","Chinook Salmon","Saumon chinook","Unsexed",NA,854,NA,"Russian Federation","Western Kamchatka","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56350 target='_blank' >Vronsky 2003</a>"
"192","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Female",NA,197,"TL","United States","Massachusetts River System","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"193","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Female",NA,193,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"194","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Male",NA,188,"TL","United States","Massachusetts River System","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"195","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Male",NA,150,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"196","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Mixed",NA,220,"TL","Canada","Beaufort Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52220 target='_blank' >Haldorson et al. 1984</a>"
"197","Perca flavescens","Yellow Perch","Perchaude","Female",NA,227,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"198","Perca flavescens","Yellow Perch","Perchaude","Male",NA,162,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"199","Perca flavescens","Yellow Perch","Perchaude","Mixed",NA,188,"TL","United States","Western Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"200","Perca flavescens","Yellow Perch","Perchaude","Female",NA,180,"TL",NA,"St. Marys River, North America/2013","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"201","Perca flavescens","Yellow Perch","Perchaude","Female",NA,170,"TL",NA,"St. Marys River, North America/2006","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120779 target='_blank' >Fielder et al. 2007</a>"
"202","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,160,NA,"Sweden","Sweden","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"203","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,100,NA,"Sweden","Sweden","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"204","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,150,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"205","Perca fluviatilis","European Perch","Perche fluviatile","Female",170,175,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"206","Perca fluviatilis","European Perch","Perche fluviatile","Male",60,95,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"207","Perca fluviatilis","European Perch","Perche fluviatile","Male",60,80,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"208","Perca fluviatilis","European Perch","Perche fluviatile","Female",140,NA,"FL","New Zealand","Lake Pounui (41°21's, 175° 07'e), South Wairarapa, 1974-75","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37741 target='_blank' >Jellyman 1980</a>"
"209","Perca fluviatilis","European Perch","Perche fluviatile","Male",99,NA,"FL","New Zealand","Lake Pounui (41°21's, 175° 07'e), South Wairarapa, 1974-75","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37741 target='_blank' >Jellyman 1980</a>"
"210","Perca fluviatilis","European Perch","Perche fluviatile","Female",120,135,"TL","Germany (Federal Republic of)","Schleswig-Holstein","<a href=http://fishbase.ca/references/FBRefSummary.php?id=55947 target='_blank' >Smolian 1920</a>"
"211","Perca fluviatilis","European Perch","Perche fluviatile","Mixed",120,130,"SL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"212","Perca fluviatilis","European Perch","Perche fluviatile","Female",112,NA,"TL","Greece","Lake Agios, Vasilios (Oct 1975-Nov 1976)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74637 target='_blank' >Papageorgi... 1977</a>"
"213","Perca fluviatilis","European Perch","Perche fluviatile","Male",93,NA,"TL","Greece","Lake Agios, Vasilios (Oct 1975-Nov 1976)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74637 target='_blank' >Papageorgi... 1977</a>"
"214","Perca fluviatilis","European Perch","Perche fluviatile","Male",110,145,"OT","Romania","Danube Delta (1959)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75671 target='_blank' >Boldor 1963</a>"
"215","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,128,"TL","Norway","Breidtjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"216","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,138,"TL","Norway","Isebakketjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"217","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,110,"TL","Norway","Langtjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"218","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,157,"TL","Norway","Skinnarbutjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"219","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,115,"TL","Norway","Store Risen, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"220","Perca fluviatilis","European Perch","Perche fluviatile","Female",130,165,NA,"France","Lake Geneva, 1963-1976","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91933 target='_blank' >Lang et al. 1985</a>"
"221","Perca fluviatilis","European Perch","Perche fluviatile","Female",155,175,"TL","Poland","Vistula Lagoon, 2000-20005","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91265 target='_blank' >Ciepielews... et al. 2006</a>"
"222","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,172,"FL","Turkey","Anuri Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"223","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,173,"FL","Turkey","Cenker Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"224","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,141,"FL","Turkey","Anuri Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"225","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,140,"FL","Turkey","Cenker Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"226","Percopsis omiscomaycus","Trout-Perch","Omisco","Female",75,114,"TL","United States","SE Lake Michigan, 1970","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51953 target='_blank' >House et al. 1973</a>"
"227","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,274,"TL","United States","Apostle Islands and Isle Royale Regions, Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"228","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,211,"TL","Canada","Eastern James-Hudson Bay","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"229","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,312,"TL","United States","Lake Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"230","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,255,"TL","United States","Lake Michigan Near Ludington, Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"231","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,219,"TL","Canada","Leaf River, Ungava, Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"232","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,201,"TL","Canada","Ungava, Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"233","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Female",NA,300,"NG","Russian Federation","Anadyr River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"234","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Male",NA,270,"NG","Russian Federation","Anadyr River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"235","Pungitius pungitius","Ninespine Stickleback","Épinoche à neuf épines","Unsexed",NA,37,NA,"England and Wales (UK)","Cheshire, England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"236","Rhinichthys cataractae","Longnose Dace","Naseux des rapides","Female",56,81,"SL","Canada","Coweeta Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51971 target='_blank' >Roberts et al. 2001</a>"
"237","Scaphirhynchus albus","Pallid Sturgeon","Esturgeon pâle","Male",500,NA,"TL",NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"238","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Mixed",350,NA,"TL","Mexico","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"239","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Female",449,547,"FL","United States","Lower Platte River, Nebraska, 2011-2012","<a href=http://fishbase.ca/references/FBRefSummary.php?id=102340 target='_blank' >Hamel et al. 2015</a>"
"240","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Male",453,579,"FL","United States","Lower Platte River, Nebraska, 2011-2012","<a href=http://fishbase.ca/references/FBRefSummary.php?id=102340 target='_blank' >Hamel et al. 2015</a>"
"241","Rutilus rutilus","Roach","Gardon","Female",NA,130,"TL","England and Wales (UK)","Rivers, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10217 target='_blank' >Mann 1973</a>"
"242","Rutilus rutilus","Roach","Gardon","Male",NA,92,"TL","England and Wales (UK)","Rivers, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10217 target='_blank' >Mann 1973</a>"
"243","Rutilus rutilus","Roach","Gardon","Mixed",100,110,"SL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"244","Rutilus rutilus","Roach","Gardon","Female",NA,150,"TL","Turkey","Lake Sapanca (2000-2002)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75295 target='_blank' >Tarkan 2006</a>"
"245","Rutilus rutilus","Roach","Gardon","Male",NA,123,"TL","Turkey","Lake Sapanca (2000-2002)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75295 target='_blank' >Tarkan 2006</a>"
"246","Salmo salar","Atlantic Salmon","Saumon Atlantique","Male",75,85,"FL","Spain","Esva River (43°33'n, 6°32'e), 1992-1994","<a href=http://fishbase.ca/references/FBRefSummary.php?id=36293 target='_blank' >Utrilla et al. 1999</a>"
"247","Salmo salar","Atlantic Salmon","Saumon Atlantique","Female",NA,738,"FL","Canada","Bouleau River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"248","Salmo salar","Atlantic Salmon","Saumon Atlantique","Female",NA,724,"FL","Canada","Pigou River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"249","Salmo salar","Atlantic Salmon","Saumon Atlantique","Male",NA,506,"FL","Canada","Bouleau River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"250","Salmo salar","Atlantic Salmon","Saumon Atlantique","Male",NA,531,"FL","Canada","Pigou River, Quebec, 1973","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58801 target='_blank' >Randall et al. 1979</a>"
"251","Salmo salar","Atlantic Salmon","Saumon Atlantique","Unsexed",600,750,"TL",NA,"Baltic Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=89463 target='_blank' >ICES 2009</a>"
"252","Salmo trutta","Brown Trout","Truite commune","Unsexed",NA,240,NA,"United Kingdom","Lake Windermere, England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"253","Salmo trutta","Brown Trout","Truite commune","Mixed",NA,369,"FL","France","River Calonne, Normandy, 1985","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40189 target='_blank' >Maisse et al. 1991</a>"
"254","Salmo trutta","Brown Trout","Truite commune","Male",120,NA,"FL","England and Wales (UK)","Afon Cwm River, Llanbrynmair, Mid-Wales, 1984-1993","<a href=http://fishbase.ca/references/FBRefSummary.php?id=44580 target='_blank' >Crisp et al. 1995</a>"
"255","Salmo trutta","Brown Trout","Truite commune","Female",NA,147,"FL","Norway","Bellbekken Stream (above Waterfalls), 1997–1999 (Sep. - Oct.)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75951 target='_blank' >Olsen et al. 2005</a>"
