"","ScientificName","CommonName","FrenchName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"252","Esox masquinongy","Muskellunge","Maskinongé","Female",NA,770,NA,"United States","Chautauqua Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=45885 target='_blank' >Bimber 1982</a>"
"253","Esox masquinongy","Muskellunge","Maskinongé","Male",NA,670,NA,"United States","Chautauqua Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=45885 target='_blank' >Bimber 1982</a>"
"254","Pungitius pungitius","Ninespine Stickleback","Épinoche à neuf épines","Unsexed",NA,37,NA,"England and Wales (UK)","Cheshire, England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"255","Ichthyomyzon fossor","Northern Brook Lamprey","Lamproie du nord","Unsexed",NA,135,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"256","Esox lucius","Northern Pike","Brochet","Female",280,420,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4843 target='_blank' >Treasurer et al. 1992</a>"
"257","Esox lucius","Northern Pike","Brochet","Female",280,350,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4843 target='_blank' >Treasurer et al. 1992</a>"
"258","Esox lucius","Northern Pike","Brochet","Male",270,380,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4843 target='_blank' >Treasurer et al. 1992</a>"
"259","Esox lucius","Northern Pike","Brochet","Male",270,320,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4843 target='_blank' >Treasurer et al. 1992</a>"
"260","Esox lucius","Northern Pike","Brochet","Female",NA,295,NA,"England and Wales (UK)","England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26396 target='_blank' >Toner et al. 1969</a>"
"261","Esox lucius","Northern Pike","Brochet","Female",420,NA,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26394 target='_blank' >June 1971</a>"
"262","Esox lucius","Northern Pike","Brochet","Female",390,NA,NA,"Canada","Northern Canada (4 Lakes)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4946 target='_blank' >Miller et al. 1948</a>"
"263","Esox lucius","Northern Pike","Brochet","Female",400,NA,NA,"Spain","Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26392 target='_blank' >Calderon A... 1955</a>"
"264","Esox lucius","Northern Pike","Brochet","Female",NA,257,NA,"United Kingdom","Scotland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3858 target='_blank' >Munro 1957</a>"
"265","Esox lucius","Northern Pike","Brochet","Female",NA,380,NA,"Canada","Waskesiu Lake, Saskatchewan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26395 target='_blank' >Rawson 1932</a>"
"266","Esox lucius","Northern Pike","Brochet","Female",NA,415,NA,"United Kingdom","Windermere","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4992 target='_blank' >Frost et al. 1967</a>"
"267","Esox lucius","Northern Pike","Brochet","Female",NA,508,NA,"United States","Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26396 target='_blank' >Toner et al. 1969</a>"
"268","Esox lucius","Northern Pike","Brochet","Male",310,NA,NA,"Canada","Lac Ste Anne","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26390 target='_blank' >Billard et al. 1983</a>"
"269","Esox lucius","Northern Pike","Brochet","Male",320,NA,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26394 target='_blank' >June 1971</a>"
"270","Esox lucius","Northern Pike","Brochet","Male",390,NA,NA,"Canada","Northern Canada (4 Lakes)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4946 target='_blank' >Miller et al. 1948</a>"
"271","Esox lucius","Northern Pike","Brochet","Male",400,NA,NA,"Spain","Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26392 target='_blank' >Calderon A... 1955</a>"
"272","Esox lucius","Northern Pike","Brochet","Male",NA,263,NA,"United Kingdom","Scotland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3858 target='_blank' >Munro 1957</a>"
"273","Esox lucius","Northern Pike","Brochet","Male",380,NA,NA,"United Kingdom","Windermere","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4992 target='_blank' >Frost et al. 1967</a>"
"274","Esox lucius","Northern Pike","Brochet","Male",380,NA,NA,"United States","Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=26396 target='_blank' >Toner et al. 1969</a>"
"275","Esox lucius","Northern Pike","Brochet","Mixed",400,NA,"SL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"276","Esox lucius","Northern Pike","Brochet","Female",250,NA,"SL",NA,"Europe","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"277","Esox lucius","Northern Pike","Brochet","Male",170,NA,"SL",NA,"Europe","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"278","Esox lucius","Northern Pike","Brochet","Female",NA,380,NA,"Ireland","Pollaphuca Reservoir, 1990 (April)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=89783 target='_blank' >Roche et al. 1999</a>"
"279","Esox lucius","Northern Pike","Brochet","Male",NA,340,NA,"Ireland","Pollaphuca Reservoir, 1990 (April)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=89783 target='_blank' >Roche et al. 1999</a>"
"280","Esox lucius","Northern Pike","Brochet","Female",457,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"281","Esox lucius","Northern Pike","Brochet","Male",432,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"282","Esox lucius","Northern Pike","Brochet","Female",NA,490,"TL",NA,"St. Marys River, North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"283","Scaphirhynchus albus","Pallid Sturgeon","Esturgeon pâle","Male",500,NA,"TL",NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"284","Mylocheilus caurinus","Peamouth","Méné deux-barres","Female",NA,249,"TL","United States","Washington","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58470 target='_blank' >Wydoski et al. 1979</a>"
"285","Oncorhynchus gorbuscha","Pink Salmon","Saumon rose","Unsexed",400,450,"TL",NA,"North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27368 target='_blank' >Gerstmeier et al. 1998</a>"
"286","Hypomesus olidus","Pond Smelt","Éperlan à petite bouche","Unsexed",NA,100,NA,"Japan","Lake Suwa","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"287","Lepomis gibbosus","Pumpkinseed","Crapet-soleil","Mixed",50,NA,NA,"United States","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120693 target='_blank' >Jordan et al. 2009</a>"
"288","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Female",NA,197,"TL","United States","Massachusetts River System","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"289","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Female",NA,193,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"290","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Male",NA,188,"TL","United States","Massachusetts River System","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52221 target='_blank' >Murawski et al. 1978</a>"
"291","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Male",NA,150,"TL","United States","Western Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52222 target='_blank' >Bailey 1964</a>"
"292","Osmerus mordax","Rainbow Smelt","Éperlan arc-en-ciel","Mixed",NA,220,"TL","Canada","Beaufort Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52220 target='_blank' >Haldorson et al. 1984</a>"
"293","Oncorhynchus mykiss","Rainbow Trout","Truite arc-en-ciel","Unsexed",150,NA,NA,NA,"Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=27547 target='_blank' >Morrow 1980</a>"
"294","Lythrurus umbratilis","Redfin Shiner","Méné d’ombre","Unsexed",NA,30,"SL","United States","Mississippi","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58620 target='_blank' >Matthews et al. 1984</a>"
"295","Nocomis micropogon","River Chub",NA,"Unsexed",NA,110,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1973</a>"
"296","Lampetra ayresii","River Lamprey","Lamproie de rivière","Unsexed",NA,162,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=1998 target='_blank' >Scott et al. 1973</a>"
"297","Rutilus rutilus","Roach","Gardon","Female",NA,130,"TL","England and Wales (UK)","Rivers, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10217 target='_blank' >Mann 1973</a>"
"298","Rutilus rutilus","Roach","Gardon","Male",NA,92,"TL","England and Wales (UK)","Rivers, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10217 target='_blank' >Mann 1973</a>"
"299","Rutilus rutilus","Roach","Gardon","Mixed",100,NA,"SL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"300","Rutilus rutilus","Roach","Gardon","Female",NA,150,"TL","Turkey","Lake Sapanca (2000-2002)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75295 target='_blank' >Tarkan 2006</a>"
"301","Rutilus rutilus","Roach","Gardon","Male",NA,123,"TL","Turkey","Lake Sapanca (2000-2002)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75295 target='_blank' >Tarkan 2006</a>"
"302","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,274,"TL","United States","Apostle Islands and Isle Royale Regions, Lake Superior","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"303","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,211,"TL","Canada","Eastern James-Hudson Bay","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"304","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,312,"TL","United States","Lake Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"305","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,255,"TL","United States","Lake Michigan Near Ludington, Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"306","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,219,"TL","Canada","Leaf River, Ungava, Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"307","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Mixed",NA,201,"TL","Canada","Ungava, Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"308","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Female",NA,300,"NG","Russian Federation","Anadyr River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"309","Prosopium cylindraceum","Round Whitefish","Ménomini rond","Male",NA,270,"NG","Russian Federation","Anadyr River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56521 target='_blank' >Reshetniko... 1980</a>"
"310","Sander canadensis","Sauger","Doré noir","Female",NA,320,NA,"Canada","Lake Nipigon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"311","Acipenser brevirostrum","Shortnose Sturgeon","Esturgeon à museau court","Female",450,NA,"FL","United States","St. John River, New Brunswick","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38308 target='_blank' >Vecsei et al. 2000</a>"
"312","Acipenser brevirostrum","Shortnose Sturgeon","Esturgeon à museau court","Female",700,NA,"TL",NA,"St. Johns River, New Brunswick","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38308 target='_blank' >Vecsei et al. 2000</a>"
"313","Acipenser brevirostrum","Shortnose Sturgeon","Esturgeon à museau court","Male",490,NA,NA,"United States","St. John River, New Brunswick","<a href=http://fishbase.ca/references/FBRefSummary.php?id=4639 target='_blank' >Jones et al. 1978</a>"
"314","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Mixed",350,NA,"TL","Mexico","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"315","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Female",449,547,"FL","United States","Lower Platte River, Nebraska, 2011-2012","<a href=http://fishbase.ca/references/FBRefSummary.php?id=102340 target='_blank' >Hamel et al. 2015</a>"
"316","Scaphirhynchus platorynchus","Shovelnose Sturgeon","Esturgeon à museau plat","Male",453,579,"FL","United States","Lower Platte River, Nebraska, 2011-2012","<a href=http://fishbase.ca/references/FBRefSummary.php?id=102340 target='_blank' >Hamel et al. 2015</a>"
"317","Ichthyomyzon unicuspis","Silver Lamprey","Lamproie argentée","Unsexed",NA,100,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"318","Cottus cognatus","Slimy Sculpin","Chabot visqueux","Unsexed",NA,74,"TL","Alaska (USA)","Chandalar River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=28921 target='_blank' >Craig et al. 1976</a>"
"319","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Female",220,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40678 target='_blank' >Raffetto et al. 1990</a>"
"320","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Male",200,NA,"TL","United States","Nebish Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=32487 target='_blank' >Baylis et al. 1993</a>"
"321","Micropterus dolomieu","Smallmouth Bass","Achigan à petite bouche","Female",NA,270,"TL",NA,"St. Marys River, North America/2013","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"322","Oncorhynchus nerka","Sockeye Salmon","Saumon rouge","Unsexed",NA,600,NA,"Canada","Cultus Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"323","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Unsexed",NA,549,"NG","Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58585 target='_blank' >Parker et al. 1984</a>"
"324","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Female",395,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"325","Lepisosteus oculatus","Spotted Gar","Lépisosté tacheté","Male",285,NA,"SL","United States","Lake Pontchartrain Estuary, Louisiana (Nov 1998-Oct 1999)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58775 target='_blank' >Love 2004</a>"
"326","Luxilus chrysocephalus","Striped Shiner","Méné rayé","Female",NA,67,"SL","United States","Virginia","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"327","Tinca tinca","Tench","Tanche","Unsexed",70,NA,"SL",NA,"Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"328","Tinca tinca","Tench","Tanche","Female",198,NA,"FL","Turkey","Kayabogazi Dam Lake (1996-1997)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75325 target='_blank' >Alas et al. 2004</a>"
"329","Tinca tinca","Tench","Tanche","Male",169,NA,"FL","Turkey","Kayabogazi Dam Lake (1996-1997)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75325 target='_blank' >Alas et al. 2004</a>"
"330","Gasterosteus aculeatus","Threespine Stickleback","Épinoche à trois épines","Unsexed",NA,36,NA,"England and Wales (UK)","Cheshire, England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"331","Gasterosteus aculeatus","Threespine Stickleback","Épinoche à trois épines","Female",NA,55,"TL","France","Roscoff (Brackish Waters)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=981 target='_blank' >Bertin 1923</a>"
"332","Gasterosteus aculeatus","Threespine Stickleback","Épinoche à trois épines","Male",NA,45,"TL","France","Roscoff (Brackish Waters)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=981 target='_blank' >Bertin 1923</a>"
"333","Percopsis omiscomaycus","Trout-Perch","Omisco","Female",75,NA,"TL","United States","SE Lake Michigan, 1970","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51953 target='_blank' >House et al. 1973</a>"
"334","Alosa fallax","Twaite Shad","Alose feinte","Female",NA,285,"TL","Tunisia","Tunisia Lagoon;","<a href=http://fishbase.ca/references/FBRefSummary.php?id=2285 target='_blank' >Conseil Gé... 1982</a>"
"335","Alosa fallax","Twaite Shad","Alose feinte","Male",NA,165,"TL","Tunisia","Tunisia Lagoon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=2285 target='_blank' >Conseil Gé... 1982</a>"
"336","Alosa fallax","Twaite Shad","Alose feinte","Female",NA,364,"FL","Scotland (UK)","Solway Firth, 1989-94","<a href=http://fishbase.ca/references/FBRefSummary.php?id=83392 target='_blank' >Maitland et al. 2005</a>"
"337","Alosa fallax","Twaite Shad","Alose feinte","Male",NA,341,"FL","Scotland (UK)","Solway Firth, 1989-94","<a href=http://fishbase.ca/references/FBRefSummary.php?id=83392 target='_blank' >Maitland et al. 2005</a>"
"338","Sander vitreus","Walleye","Doré jaune","Female",360,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"339","Sander vitreus","Walleye","Doré jaune","Male",280,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"340","Sander vitreus","Walleye","Doré jaune","Female",NA,454,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"341","Sander vitreus","Walleye","Doré jaune","Male",NA,337,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"342","Sander vitreus","Walleye","Doré jaune","Female",NA,455,"FL","Canada","Dauphin Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"343","Sander vitreus","Walleye","Doré jaune","Female",NA,440,"FL","Canada","Lake Winnipegosis , Manitoba/1987","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"344","Sander vitreus","Walleye","Doré jaune","Female",NA,375,"FL","Canada","Unger Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"345","Sander vitreus","Walleye","Doré jaune","Female",381,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"346","Sander vitreus","Walleye","Doré jaune","Male",305,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"347","Sander vitreus","Walleye","Doré jaune","Female",NA,420,"TL",NA,"St. Marys River, North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"348","Morone chrysops","White Bass","Bar blanc","Female",NA,280,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"349","Morone chrysops","White Bass","Bar blanc","Male",NA,210,"TL","United States","Lake Erie, 1927-29","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3380 target='_blank' >van Oosten 1942</a>"
"350","Acipenser transmontanus","White Sturgeon","Esturgeon blanc","Unsexed",NA,1120,NA,"United States","California","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"351","Acipenser transmontanus","White Sturgeon","Esturgeon blanc","Female",NA,1600,"FL",NA,"Lower Columbia River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=34045 target='_blank' >DeVore et al. 1995</a>"
"352","Catostomus commersonii","White Sucker","Meunier noir","Unsexed",230,NA,"FL",NA,"Frye Creek, Sixteenmile Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10928 target='_blank' >Geen et al. 1966</a>"
"353","Perca flavescens","Yellow Perch","Perchaude","Female",NA,227,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"354","Perca flavescens","Yellow Perch","Perchaude","Male",NA,162,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"355","Perca flavescens","Yellow Perch","Perchaude","Mixed",NA,188,"TL","United States","Western Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"356","Perca flavescens","Yellow Perch","Perchaude","Female",NA,180,"TL",NA,"St. Marys River, North America/2013","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"357","Perca flavescens","Yellow Perch","Perchaude","Female",NA,170,"TL",NA,"St. Marys River, North America/2006","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120779 target='_blank' >Fielder et al. 2007</a>"
"358","Dallia pectoralis","Alaska Blackfish","Dallia","Unsexed",NA,50,NA,"United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=10280 target='_blank' >McPhail and Lindsey, 1970</a>"
"359","Alosa pseudoharengus","Alewife","Gaspareau","Unsexed",NA,138,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3889726~S6 target='_blank' >Minns et al. 1993</a>"
"360","Anguilla rostrata","American Eel","Anguille d'Amérique","Male",NA,290,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"361","Anguilla rostrata","American Eel","Anguille d'Amérique","Female",NA,460,"TL",NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=12204 target='_blank' >Coad et al. 1995</a>"
"362","Alosa sapidissima","American Shad","Alose savoureuse","Unsexed",NA,470,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"363","Salvelinus alpinus alpinus","Arctic Char","Omble chevalier","Unsexed",NA,363,"FL","Canada","Frobisher Bay, Nunavut","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"364","Thymallus arcticus","Arctic Grayling","Ombre arctique","Unsexed",NA,326,"FL","Canada","Prairie Creek, Alberta","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"365","Lethenteron camtschaticum","Arctic Lamprey","Lamproie arctique","Unsexed",NA,180,NA,"United States","Alaska","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"366","Salmo salar","Atlantic Salmon","Saumon Atlantique","Unsexed",NA,800,NA,NA,NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"367","Fundulus diaphanus","Banded Killifish","Fondule barré","Unsexed",NA,53,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"368","Coregonus laurettae","Bering Cisco","Cisco de Béring","Unsexed",NA,345,"FL","United States","Alaska","<a href=http://fishbase.us/references/FBRefSummary.php?id=28864 target='_blank' >Alt, 1973</a>"
"369","Ictiobus cyprinellus","Bigmouth Buffalo","Poisson-taureau","Unsexed",NA,400,NA,"Canada","Ontario","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"370","Notropis dorsalis","Bigmouth Shiner","Méné à grande bouche","Unsexed",NA,48,"TL","United States","Des Moines River, Iowa","<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"371","Ictiobus niger","Black Buffalo",NA,"Unsexed",225,308,NA,"United States",NA,"<a href=http://fishbase.us/references/FBRefSummary.php?id=52559 target='_blank' >Coker et al. 2001</a>"
"372","Ameiurus melas","Black Bullhead","Poisson-chat","Unsexed",NA,220,"TL","United States","North Dakota","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"373","Pomoxis nigromaculatus","Black Crappie","Marigane noire","Unsexed",NA,192,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"374","Moxostoma duquesnii","Black Redhorse",NA,"Unsexed",NA,230,NA,"United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"375","Notropis heterodon","Blackchin Shiner","Menton noir","Unsexed",NA,37,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"376","Coregonus nigripinnis","Blackfin Cisco",NA,"Unsexed",NA,183,"SL","Canada","Lake Winnipeg","<a href=http://www.fishbase.org/References/FBRefSummary.php?id=114745 target='_blank' >Scott and Crossman, 1973</a>"
"377","Rhinichthys atratulus","Blacknose Dace","Naseux noir","Unsexed",NA,49,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"378","Notropis heterolepis","Blacknose Shiner","Museau noir","Unsexed",NA,24,"SL",NA,NA,"<a href=http://science-catalogue.canada.ca/record=b3896533~S6 target='_blank' >Portt et al. 1988</a>"
"379","Percina maculata","Blackside Darter",NA,"Unsexed",NA,70,"TL","United States","Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"380","Fundulus notatus","Blackstripe Topminnow",NA,"Unsexed",36,38,"TL","United States","Fox River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
"381","Fundulus notatus","Blackstripe Topminnow",NA,"Mixed",41,48,"TL","United States","Rock River, Wisconsin","<a href=http://fishbase.us/references/FBRefSummary.php?id=54725 target='_blank' >Becker, 1983</a>"
