"","ScientificName","CommonName","FrenchName","Sex","Minimum length at first maturity","Mean length at first maturity (Lm)","Measurement type","Country","Locality","Reference"
"126","Coregonus artedi","Cisco","Cisco de lac","Mixed",NA,270,"TL","Canada","Eastern James-Hudson Bay","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52223 target='_blank' >Morin et al. 1982</a>"
"127","Abramis brama","Common Bream","Brème","Mixed",250,NA,"OT","Poland","River Regalica (1974-1977)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75615 target='_blank' >Kompowski 1982</a>"
"128","Leuciscus leuciscus","Common Dace","Vandoise","Unsexed",140,NA,NA,"Finland","Finland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=6114 target='_blank' >Koli 1990</a>"
"129","Leuciscus leuciscus","Common Dace","Vandoise","Unsexed",NA,170,"TL","Poland","Lodz","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41616 target='_blank' >Wüstemann et al. 1995</a>"
"130","Leuciscus leuciscus","Common Dace","Vandoise","Female",NA,179,"TL","England and Wales (UK)","Southern England, Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52212 target='_blank' >Mann 1974</a>"
"131","Leuciscus leuciscus","Common Dace","Vandoise","Male",NA,163,"TL","England and Wales (UK)","Southern England, Rivers","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52212 target='_blank' >Mann 1974</a>"
"132","Luxilus cornutus","Common Shiner","Méné à nageoires rouges","Unsexed",NA,74,"SL","Canada","Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"133","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Unsexed",100,NA,"TL","United States","Near South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"134","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Unsexed",300,NA,"TL","United States","South Fork Snake River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48950 target='_blank' >Meyer et al. 2003</a>"
"135","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Female",150,NA,"SL","United States","Upper Missouri River Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"136","Oncorhynchus clarkii","Cutthroat Trout","Truite fardée","Male",110,NA,"TL","United States","Upper Missouri River Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74494 target='_blank' >Downs et al. 1997</a>"
"137","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",200,NA,"NG",NA,"Not Specified (Probably in North Korea)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12218 target='_blank' >Chyung 1977</a>"
"138","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",NA,320,NA,"Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40572 target='_blank' >Armstrong et al. 1980</a>"
"139","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",120,150,"SL",NA,"Tributaries to Thutade Lake, Northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"140","Notropis atherinoides","Emerald Shiner","Méné émeraude","Unsexed",NA,42,"SL","Canada","Ontario Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"141","Thaleichthys pacificus","Eulachon","Eulakane","Unsexed",150,NA,"FL","United States","Bering Sea","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"142","Gymnocephalus cernua","Eurasian Ruffe","Grémille","Female",NA,105,NA,NA,"Not Stated","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88808 target='_blank' >Teletchea et al. 2009</a>"
"143","Gymnocephalus cernua","Eurasian Ruffe","Grémille","Male",NA,100,NA,NA,"Not Stated","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88808 target='_blank' >Teletchea et al. 2009</a>"
"144","Anguilla anguilla","European Eel","Anguille","Unsexed",NA,600,NA,"United Kingdom","Windermere","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"145","Anguilla anguilla","European Eel","Anguille","Female",450,NA,NA,"Netherlands","Western Scheldt","<a href=http://fishbase.ca/references/FBRefSummary.php?id=108918 target='_blank' >Cattrijsse et al. 2000</a>"
"146","Anguilla anguilla","European Eel","Anguille","Male",300,NA,"TL","Netherlands","Western Scheldt","<a href=http://fishbase.ca/references/FBRefSummary.php?id=108918 target='_blank' >Cattrijsse et al. 2000</a>"
"147","Thymallus thymallus","European Grayling","Ombre commun","Unsexed",NA,300,NA,"Finland","Rautalampi Water System, Central Finland","<a href=http://fishbase.ca/references/FBRefSummary.php?id=6114 target='_blank' >Koli 1990</a>"
"148","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,160,NA,"Sweden","Sweden","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"149","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,100,NA,"Sweden","Sweden","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"150","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,150,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"151","Perca fluviatilis","European Perch","Perche fluviatile","Female",170,175,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"152","Perca fluviatilis","European Perch","Perche fluviatile","Male",60,95,"FL","Scotland (UK)","Loch Davan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"153","Perca fluviatilis","European Perch","Perche fluviatile","Male",60,80,"FL","Scotland (UK)","Loch Kinord","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88821 target='_blank' >Treasurer 1981</a>"
"154","Perca fluviatilis","European Perch","Perche fluviatile","Female",140,NA,"FL","New Zealand","Lake Pounui (41°21's, 175° 07'e), South Wairarapa, 1974-75","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37741 target='_blank' >Jellyman 1980</a>"
"155","Perca fluviatilis","European Perch","Perche fluviatile","Male",99,NA,"FL","New Zealand","Lake Pounui (41°21's, 175° 07'e), South Wairarapa, 1974-75","<a href=http://fishbase.ca/references/FBRefSummary.php?id=37741 target='_blank' >Jellyman 1980</a>"
"156","Perca fluviatilis","European Perch","Perche fluviatile","Female",120,NA,"TL","Germany (Federal Republic of)","Schleswig-Holstein","<a href=http://fishbase.ca/references/FBRefSummary.php?id=55947 target='_blank' >Smolian 1920</a>"
"157","Perca fluviatilis","European Perch","Perche fluviatile","Mixed",120,NA,"SL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"158","Perca fluviatilis","European Perch","Perche fluviatile","Female",112,NA,"TL","Greece","Lake Agios, Vasilios (Oct 1975-Nov 1976)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74637 target='_blank' >Papageorgi... 1977</a>"
"159","Perca fluviatilis","European Perch","Perche fluviatile","Male",93,NA,"TL","Greece","Lake Agios, Vasilios (Oct 1975-Nov 1976)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=74637 target='_blank' >Papageorgi... 1977</a>"
"160","Perca fluviatilis","European Perch","Perche fluviatile","Male",110,NA,"OT","Romania","Danube Delta (1959)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=75671 target='_blank' >Boldor 1963</a>"
"161","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,128,"TL","Norway","Breidtjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"162","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,138,"TL","Norway","Isebakketjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"163","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,110,"TL","Norway","Langtjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"164","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,157,"TL","Norway","Skinnarbutjern, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"165","Perca fluviatilis","European Perch","Perche fluviatile","Unsexed",NA,115,"TL","Norway","Store Risen, 1992-93","<a href=http://fishbase.ca/references/FBRefSummary.php?id=88121 target='_blank' >Heibo et al. 2002</a>"
"166","Perca fluviatilis","European Perch","Perche fluviatile","Female",130,NA,NA,"France","Lake Geneva, 1963-1976","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91933 target='_blank' >Lang et al. 1985</a>"
"167","Perca fluviatilis","European Perch","Perche fluviatile","Female",155,175,"TL","Poland","Vistula Lagoon, 2000-20005","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91265 target='_blank' >Ciepielews... et al. 2006</a>"
"168","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,172,"FL","Turkey","Anuri Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"169","Perca fluviatilis","European Perch","Perche fluviatile","Female",NA,173,"FL","Turkey","Cenker Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"170","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,141,"FL","Turkey","Anuri Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"171","Perca fluviatilis","European Perch","Perche fluviatile","Male",NA,140,"FL","Turkey","Cenker Stream, Nov 2000 - Oct 2002","<a href=http://fishbase.ca/references/FBRefSummary.php?id=91555 target='_blank' >Arslan et al. 2007</a>"
"172","Perca flavescens","Yellow Perch","Perchaude","Female",NA,227,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"173","Perca flavescens","Yellow Perch","Perchaude","Male",NA,162,"TL","United States","Southern Lake Michigan/1971-79","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52258 target='_blank' >Wells et al. 1983</a>"
"174","Perca flavescens","Yellow Perch","Perchaude","Mixed",NA,188,"TL","United States","Western Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"175","Perca flavescens","Yellow Perch","Perchaude","Female",NA,180,"TL",NA,"St. Marys River, North America/2013","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"176","Perca flavescens","Yellow Perch","Perchaude","Female",NA,170,"TL",NA,"St. Marys River, North America/2006","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120779 target='_blank' >Fielder et al. 2007</a>"
"177","Sander vitreus","Walleye","Doré jaune","Female",360,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"178","Sander vitreus","Walleye","Doré jaune","Male",280,NA,"TL","Canada","To be Filled","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33236 target='_blank' >Malison et al. 1996</a>"
"179","Sander vitreus","Walleye","Doré jaune","Female",NA,454,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"180","Sander vitreus","Walleye","Doré jaune","Male",NA,337,"TL",NA,"Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"181","Sander vitreus","Walleye","Doré jaune","Female",NA,455,"FL","Canada","Dauphin Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"182","Sander vitreus","Walleye","Doré jaune","Female",NA,440,"FL","Canada","Lake Winnipegosis , Manitoba/1987","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"183","Sander vitreus","Walleye","Doré jaune","Female",NA,375,"FL","Canada","Unger Lake, Manitoba/1988","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52263 target='_blank' >Craig et al. 1995</a>"
"184","Sander vitreus","Walleye","Doré jaune","Female",381,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"185","Sander vitreus","Walleye","Doré jaune","Male",305,NA,"TL","United States","Illinois","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120388 target='_blank' >Illinois D... 2019</a>"
"186","Sander vitreus","Walleye","Doré jaune","Female",NA,420,"TL",NA,"St. Marys River, North America","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120699 target='_blank' >Chong et al. 2015</a>"
"187","Dorosoma cepedianum","Gizzard Shad","Alose à gésier","Female",NA,361,"TL","United States","Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3672 target='_blank' >Carlander 1969</a>"
"188","Dorosoma cepedianum","Gizzard Shad","Alose à gésier","Male",NA,265,"TL","United States","Lake Erie","<a href=http://fishbase.ca/references/FBRefSummary.php?id=3672 target='_blank' >Carlander 1969</a>"
"189","Dorosoma cepedianum","Gizzard Shad","Alose à gésier","Unsexed",178,NA,NA,"United States","Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=39046 target='_blank' >Miller 1963</a>"
"190","Notemigonus crysoleucas","Golden Shiner","Méné jaune","Unsexed",NA,64,"SL","Canada","Ontario Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58612 target='_blank' >Portt et al. 1988</a>"
"191","Acipenser medirostris","Green Sturgeon","Esturgeon vert","Mixed",1000,NA,"TL",NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"192","Acipenser medirostris","Green Sturgeon","Esturgeon vert","Unsexed",NA,1000,"TL","Russian Federation","Sea of Japan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56557 target='_blank' >Novikov et al. 2002</a>"
"193","Acipenser medirostris","Green Sturgeon","Esturgeon vert","Female",1660,NA,"TL","United States","Rogue River, Oregon (2000-2004)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120652 target='_blank' >Erickson et al. 2007</a>"
"194","Acipenser medirostris","Green Sturgeon","Esturgeon vert","Male",1450,NA,"TL","United States","Rogue River, Oregon (2000-2004)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=120652 target='_blank' >Erickson et al. 2007</a>"
"195","Gobio gobio","Gudgeon","Gofi","Unsexed",120,135,"TL","United Kingdom","British Isles","<a href=http://fishbase.ca/references/FBRefSummary.php?id=6258 target='_blank' >Maitland et al. 1992</a>"
"196","Gobio gobio","Gudgeon","Gofi","Female",NA,93,"TL","England and Wales (UK)","River Stour, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41750 target='_blank' >Mann 1980</a>"
"197","Gobio gobio","Gudgeon","Gofi","Male",NA,105,"TL","England and Wales (UK)","River Frome, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41750 target='_blank' >Mann 1980</a>"
"198","Gobio gobio","Gudgeon","Gofi","Male",NA,97,"TL","England and Wales (UK)","River Stour, Southern England","<a href=http://fishbase.ca/references/FBRefSummary.php?id=41750 target='_blank' >Mann 1980</a>"
"199","Stenodus leucichthys","Inconnu","Inconnu","Female",700,NA,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"200","Stenodus leucichthys","Inconnu","Inconnu","Male",650,NA,"FL","Russian Federation","Anadyr Basin, 1972-96","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38435 target='_blank' >Chereshnev et al. 2000</a>"
"201","Stenodus leucichthys","Inconnu","Inconnu","Mixed",480,NA,"FL","Russian Federation","Enisey River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56502 target='_blank' >Podlesnyi 1958</a>"
"202","Stenodus leucichthys","Inconnu","Inconnu","Unsexed",600,NA,"SL",NA,"Arctic Ocean Basin ","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
"203","Chasmistes liorus","June Sucker","Catostome noir nain","Unsexed",440,NA,"TL","United States","Utah Lake.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=35393 target='_blank' >Whitney et al. 2000</a>"
"204","Coregonus kiyi","Kiyi",NA,"Unsexed",NA,180,NA,"United States","USA","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"205","Couesius plumbeus","Lake Chub","Méné de lac","Female",NA,86,"FL",NA,"Mile 66 Brook, Ten Mile Lake, Western Labrador, 1975","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49192 target='_blank' >Bruce et al. 1976</a>"
"206","Couesius plumbeus","Lake Chub","Méné de lac","Male",75,NA,"FL",NA,"Mile 66 Brook, Ten Mile Lake, Western Labrador, 1975","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49192 target='_blank' >Bruce et al. 1976</a>"
"207","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Unsexed",NA,1120,NA,"United States","Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"208","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Female",NA,800,"TL",NA,"Nottaway River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=9979 target='_blank' >Magnin 1966</a>"
"209","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Male",NA,900,"TL",NA,"Nottaway River","<a href=http://fishbase.ca/references/FBRefSummary.php?id=9979 target='_blank' >Magnin 1966</a>"
"210","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Female",NA,1140,"TL",NA,"Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=9980 target='_blank' >Vladykov et al. 1963</a>"
"211","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Male",NA,965,"TL",NA,"Quebec","<a href=http://fishbase.ca/references/FBRefSummary.php?id=9980 target='_blank' >Vladykov et al. 1963</a>"
"212","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Female",900,NA,"TL",NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"213","Acipenser fulvescens","Lake Sturgeon","Esturgeon jaune","Male",850,NA,"TL",NA,"Not Specified.","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52332 target='_blank' >Rochard et al. 1991</a>"
"214","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,184,NA,"Canada","Great Slave Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"215","Salvelinus namaycush","Lake Trout","Touladi","Female",422,NA,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"216","Salvelinus namaycush","Lake Trout","Touladi","Male",435,NA,"FL","Alaska (USA)","Walker L., Gates of the Arctic Nat'l Park, 1987-88","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33305 target='_blank' >Adams 1997</a>"
"217","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",340,NA,NA,"Alaska (USA)","Brooks Range","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33306 target='_blank' >Craig et al. 1975</a>"
"218","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",308,NA,NA,"Alaska (USA)","Subarctic Region","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33307 target='_blank' >Burr 1989</a>"
"219","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,370,"FL","Alaska (USA)","Butte Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"220","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,410,"FL","Alaska (USA)","Chandler  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"221","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,481,"FL","Alaska (USA)","Fielding Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"222","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,375,"FL","Alaska (USA)","Glacier  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"223","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,350,"FL","Alaska (USA)","Landlocked Tangle  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"224","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,426,"FL","Alaska (USA)","Paxson Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"225","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,386,"FL","Alaska (USA)","Sevenmile Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"226","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,452,"FL","Alaska (USA)","Summit Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"227","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,343,"FL","Alaska (USA)","Twobit  Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"228","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,400,"FL","Alaska (USA)","Upper Tangle Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"229","Salvelinus namaycush","Lake Trout","Touladi","Unsexed",NA,476,"FL","Alaska (USA)","Walker Lake, 1987-90","<a href=http://fishbase.ca/references/FBRefSummary.php?id=33309 target='_blank' >Burr 1993</a>"
"230","Salvelinus namaycush","Lake Trout","Touladi","Female",NA,572,"TL","United States","Lake Ontario/1978-1993","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"231","Salvelinus namaycush","Lake Trout","Touladi","Mixed",NA,594,"TL","United States","Lake Michigan","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"232","Salvelinus namaycush","Lake Trout","Touladi","Mixed",NA,414,"TL","Canada","Northwestern Ontario","<a href=http://fishbase.ca/references/FBRefSummary.php?id=52191 target='_blank' >He et al. 2001</a>"
"233","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",200,NA,"NG",NA,"Not Specified (Probably in North Korea)","<a href=http://fishbase.ca/references/FBRefSummary.php?id=12218 target='_blank' >Chyung 1977</a>"
"234","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",NA,320,NA,"Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=40572 target='_blank' >Armstrong et al. 1980</a>"
"235","Salvelinus malma","Dolly Varden","Dolly varden","Unsexed",120,150,"SL",NA,"Tributaries to Thutade Lake, Northcentral BC","<a href=http://fishbase.ca/references/FBRefSummary.php?id=49186 target='_blank' >Baxter et al. 1997</a>"
"236","Coregonus clupeaformis","Lake Whitefish","Grand corégone","Unsexed",NA,270,NA,"Canada","Lake Nipigon","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"237","Coregonus clupeaformis","Lake Whitefish","Grand corégone","Unsexed",NA,270,NA,"Canada","Shakespeare Is. Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"238","Coregonus clupeaformis","Lake Whitefish","Grand corégone","Unsexed",NA,230,NA,"United States","Trout Lake, Wisconsin","<a href=http://fishbase.ca/references/FBRefSummary.php?id=796 target='_blank' >Beverton et al. 1959</a>"
"239","Spirinchus thaleichthys","Longfin Smelt","Éperlan d'hiver","Unsexed",NA,90,"TL","Alaska (USA)","Alaska","<a href=http://fishbase.ca/references/FBRefSummary.php?id=56527 target='_blank' >Fadeev 2005</a>"
"240","Rhinichthys cataractae","Longnose Dace","Naseux des rapides","Female",56,NA,"SL","Canada","Coweeta Drainage","<a href=http://fishbase.ca/references/FBRefSummary.php?id=51971 target='_blank' >Roberts et al. 2001</a>"
"241","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Female",NA,838,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"242","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Male",660,NA,NA,"United States","Missouri","<a href=http://fishbase.ca/references/FBRefSummary.php?id=38418 target='_blank' >Netsch et al. 1962</a>"
"243","Lepisosteus osseus","Longnose Gar","Lépisosté osseux","Female",NA,500,NA,"Canada","Great Lakes","<a href=http://fishbase.ca/references/FBRefSummary.php?id=58584 target='_blank' >Minns et al. 1993</a>"
"244","Catostomus catostomus","Longnose Sucker","Meunier rouge","Unsexed",130,NA,"FL",NA,"Frye Creek, Sixteen Mile Lake","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10928 target='_blank' >Geen et al. 1966</a>"
"245","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Female",143,NA,"TL","United States","Lost Creek Reservoir, Utah, 1977","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48536 target='_blank' >Wydoski et al. 2002</a>"
"246","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Female",127,NA,"TL","United States","Montana Streams","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48879 target='_blank' >Hauser 1969</a>"
"247","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Female",106,NA,"TL","United States","Shoal Creek, Utah and Bitter Creek, Wyoming","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10452 target='_blank' >Smith 1966</a>"
"248","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Male",115,NA,"TL","United States","Lost Creek Reservoir, Utah, 1977","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48536 target='_blank' >Wydoski et al. 2002</a>"
"249","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Male",107,NA,"TL","United States","Montana Streams","<a href=http://fishbase.ca/references/FBRefSummary.php?id=48879 target='_blank' >Hauser 1969</a>"
"250","Catostomus platyrhynchus","Mountain Sucker","Meunier des montagnes","Male",76,NA,"TL","United States","Shoal Creek, Utah and Bitter Creek, Wyoming","<a href=http://fishbase.ca/references/FBRefSummary.php?id=10452 target='_blank' >Smith 1966</a>"
"251","Fundulus heteroclitus","Mummichog","Choquemort","Unsexed",35,NA,"SL",NA,"Not Specified","<a href=http://fishbase.ca/references/FBRefSummary.php?id=59043 target='_blank' >Kottelat et al. 2007</a>"
